,human_symbol,human_ensembl,human_entrez,mouse_symbol,mouse_ensembl,mouse_entrez
339,AGO1,ENSG00000092847,26523,Ago1,ENSMUSG00000041530,236511
340,CBX5,ENSG00000094916,23468,Cbx5,ENSMUSG00000009575,12419
341,ARCN1,ENSG00000095139,372,Arcn1,ENSMUSG00000032096,213827
342,BTAF1,ENSG00000095564,9044,Btaf1,ENSMUSG00000040565,107182
343,IKZF5,ENSG00000095574,64376,Ikzf5,ENSMUSG00000040167,67143
344,HSP90AB1,ENSG00000096384,3326,Hsp90ab1,ENSMUSG00000023944,15516
345,CDC5L,ENSG00000096401,988,Cdc5l,ENSMUSG00000023932,71702
346,HNRNPH3,ENSG00000096746,3189,Hnrnph3,ENSMUSG00000020069,432467
347,STX1B,ENSG00000099365,112755,Stx1b,ENSMUSG00000030806,56216
348,HNRNPM,ENSG00000099783,4670,Hnrnpm,ENSMUSG00000059208,76936
349,TECR,ENSG00000099797,9524,Tecr,ENSMUSG00000031708,106529
350,CDC34,ENSG00000099804,997,Cdc34,ENSMUSG00000020307,216150
351,POLR2E,ENSG00000099817,5434,Polr2e,ENSMUSG00000004667,66420
352,CRKL,ENSG00000099942,1399,Crkl,ENSMUSG00000006134,12929
353,SF3A1,ENSG00000099995,10291,Sf3a1,ENSMUSG00000002129,67465
354,SEC14L3,ENSG00000100012,266629,Sec14l3,ENSMUSG00000054986,380683
355,YPEL1,ENSG00000100027,29799,Ypel1,ENSMUSG00000022773,106369
356,SNRPD3,ENSG00000100028,6634,Snrpd3,ENSMUSG00000020180,67332
357,MAPK1,ENSG00000100030,5594,Mapk1,ENSMUSG00000063358,26413
358,EIF3L,ENSG00000100129,51386,Eif3l,ENSMUSG00000033047,223691
359,SNU13,ENSG00000100138,4809,Snu13,ENSMUSG00000063480,20826
360,SOX10,ENSG00000100146,6663,Sox10,ENSMUSG00000033006,20665
361,PICK1,ENSG00000100151,9463,Pick1,ENSMUSG00000068206,18693
362,DMC1,ENSG00000100206,11144,Dmc1,ENSMUSG00000022429,13404
363,RTCB,ENSG00000100220,51493,Rtcb,ENSMUSG00000001783,28088
364,JOSD1,ENSG00000100221,9929,Josd1,ENSMUSG00000022426,74158
365,GTPBP1,ENSG00000100226,9567,Gtpbp1,ENSMUSG00000042535,14904
366,TIMP3,ENSG00000100234,7078,Timp3,ENSMUSG00000020044,21859
367,DNAL4,ENSG00000100246,10126,Dnal4,ENSMUSG00000022420,54152
368,TTLL1,ENSG00000100271,25809,Ttll1,ENSMUSG00000022442,319953
369,AP1B1,ENSG00000100280,162,Ap1b1,ENSMUSG00000009090,11764
370,THOC5,ENSG00000100296,8563,Thoc5,ENSMUSG00000034274,107829
371,CABP7,ENSG00000100314,164633,Cabp7,ENSMUSG00000009075,192650
372,RPL3,ENSG00000100316,6122,Rpl3,ENSMUSG00000060036,27367
373,TAB1,ENSG00000100324,10454,Tab1,ENSMUSG00000022414,66513
374,MYH9,ENSG00000100345,4627,Myh9,ENSMUSG00000022443,17886
375,EIF3D,ENSG00000100353,8664,Eif3d,ENSMUSG00000016554,55944
376,RBX1,ENSG00000100387,9978,Rbx1,ENSMUSG00000022400,56438
377,ZC3H7B,ENSG00000100403,23264,Zc3h7b,ENSMUSG00000022390,20286
378,PHF5A,ENSG00000100410,84844,Phf5a,ENSMUSG00000061360,68479
379,ACO2,ENSG00000100412,50,Aco2,ENSMUSG00000022477,11429
380,POLR3H,ENSG00000100413,171568,Polr3h,ENSMUSG00000022476,78929
381,DESI1,ENSG00000100418,27351,Desi1,ENSMUSG00000022472,28075
382,ABHD4,ENSG00000100439,63874,Abhd4,ENSMUSG00000040997,105501
383,PRMT5,ENSG00000100462,10419,Prmt5,ENSMUSG00000023110,27374
384,PSMC6,ENSG00000100519,5706,Psmc6,ENSMUSG00000021832,67089
385,GNPNAT1,ENSG00000100522,64841,Gnpnat1,ENSMUSG00000037722,54342
386,CNIH1,ENSG00000100528,10175,Cnih1,ENSMUSG00000015759,12793
387,ATP6V1D,ENSG00000100554,51382,Atp6v1d,ENSMUSG00000021114,73834
388,PSMA3,ENSG00000100567,5684,Psma3,ENSMUSG00000060073,19167
389,TIMM9,ENSG00000100575,26520,Timm9,ENSMUSG00000021079,30056
390,DAAM1,ENSG00000100592,23002,Daam1,ENSMUSG00000034574,208846
391,GALNT16,ENSG00000100626,57452,Galnt16,ENSMUSG00000021130,108760
392,ERH,ENSG00000100632,2079,Erh,ENSMUSG00000021131,13877
393,SRSF5,ENSG00000100650,6430,Srsf5,ENSMUSG00000021134,20384
394,EIF5,ENSG00000100664,1983,Eif5,ENSMUSG00000021282,217869
395,PSMC1,ENSG00000100764,5700,Psmc1,ENSMUSG00000021178,19179
396,RPS6KA5,ENSG00000100784,9252,Rps6ka5,ENSMUSG00000021180,73086
397,PPP4R3A,ENSG00000100796,55671,Ppp4r3a,ENSMUSG00000041846,68734
398,YY1,ENSG00000100811,7528,Yy1,ENSMUSG00000021264,22632
399,PABPN1,ENSG00000100836,8106,Pabpn1,ENSMUSG00000022194,12050
400,PABPN1,ENSG00000100836,8106,Pabpn1,ENSMUSG00000022194,54196
401,ARHGAP5,ENSG00000100852,394,Arhgap5,ENSMUSG00000035133,11855
402,SRP54,ENSG00000100883,6729,Srp54a,ENSMUSG00000073079,24067
403,SRP54,ENSG00000100883,6729,Srp54c,ENSMUSG00000079108,100101806
404,CHD8,ENSG00000100888,57680,Chd8,ENSMUSG00000053754,67772
405,PSMA6,ENSG00000100902,5687,Psma6,ENSMUSG00000021024,26443
406,BRMS1L,ENSG00000100916,84312,Brms1l,ENSMUSG00000012076,52592
407,TM9SF1,ENSG00000100926,10548,Tm9sf1,ENSMUSG00000002320,74140
408,SEC23A,ENSG00000100934,10484,Sec23a,ENSMUSG00000020986,20334
409,TRPC4AP,ENSG00000100991,26133,Trpc4ap,ENSMUSG00000038324,56407
410,NDRG3,ENSG00000101079,57446,Ndrg3,ENSMUSG00000027634,29812
411,RIMS4,ENSG00000101098,140730,Rims4,ENSMUSG00000035226,241770
412,STK4,ENSG00000101109,6789,Stk4,ENSMUSG00000018209,58231
413,PFDN4,ENSG00000101132,5203,Pfdn4,ENSMUSG00000052033,109054
414,DOK5,ENSG00000101134,55816,Dok5,ENSMUSG00000027560,76829
415,CSTF1,ENSG00000101138,1477,Cstf1,ENSMUSG00000027498,67337
416,BMP7,ENSG00000101144,655,Bmp7,ENSMUSG00000008999,12162
417,RAE1,ENSG00000101146,8480,Rae1,ENSMUSG00000027509,66679
418,DNAJC5,ENSG00000101152,80331,Dnajc5,ENSMUSG00000000826,13002
419,PRPF6,ENSG00000101161,24148,Prpf6,ENSMUSG00000002455,68879
420,PSMA7,ENSG00000101182,5688,Psma7,ENSMUSG00000027566,26444
421,MRGBP,ENSG00000101189,55257,Mrgbp,ENSMUSG00000027569,73247
422,GID8,ENSG00000101193,54994,Gid8,ENSMUSG00000027573,76425
423,EEF1A2,ENSG00000101210,1917,Eef1a2,ENSMUSG00000016349,13628
424,ARFRP1,ENSG00000101246,10139,Arfrp1,ENSMUSG00000038671,76688
425,CSNK2A1,ENSG00000101266,1457,Csnk2a1,ENSMUSG00000074698,12995
426,CDS2,ENSG00000101290,8760,Cds2,ENSMUSG00000058793,110911
427,SEC23B,ENSG00000101310,10483,Sec23b,ENSMUSG00000027429,27054
428,MYL9,ENSG00000101335,10398,Myl9,ENSMUSG00000067818,98932
429,TM9SF4,ENSG00000101337,9777,Tm9sf4,ENSMUSG00000068040,99237
430,KIF3B,ENSG00000101350,9371,Kif3b,ENSMUSG00000027475,16569
431,MAPRE1,ENSG00000101367,22919,Mapre1,ENSMUSG00000027479,13589
432,JAG1,ENSG00000101384,182,Jag1,ENSMUSG00000027276,16449
433,RPRD1B,ENSG00000101413,58490,Rprd1b,ENSMUSG00000027651,70470
434,CHMP4B,ENSG00000101421,128866,Chmp4b,ENSMUSG00000038467,75608
435,SLC32A1,ENSG00000101438,140679,Slc32a1,ENSMUSG00000037771,22348
436,AHCY,ENSG00000101444,191,Ahcy,ENSMUSG00000027597,269378
437,PPP1R16B,ENSG00000101445,26051,Ppp1r16b,ENSMUSG00000037754,228852
438,DNTTIP1,ENSG00000101457,116092,Dnttip1,ENSMUSG00000017299,76233
439,PIGU,ENSG00000101464,128869,Pigu,ENSMUSG00000038383,228812
440,TNNC2,ENSG00000101470,7125,Tnnc2,ENSMUSG00000017300,21925
441,CELF4,ENSG00000101489,56853,Celf4,ENSMUSG00000024268,108013
442,CDH20,ENSG00000101542,28316,Cdh20,ENSMUSG00000050840,23836
443,USP14,ENSG00000101557,9097,Usp14,ENSMUSG00000047879,59025
444,CEP76,ENSG00000101624,79959,Cep76,ENSMUSG00000073542,225659
445,SMAD7,ENSG00000101665,4092,Smad7,ENSMUSG00000025880,17131
446,MIB1,ENSG00000101752,57534,Mib1,ENSMUSG00000024294,225164
447,PRPS2,ENSG00000101911,5634,Prps2,ENSMUSG00000025742,110639
448,MOSPD1,ENSG00000101928,56180,Mospd1,ENSMUSG00000023074,70380
449,AMMECR1,ENSG00000101935,9949,Ammecr1,ENSMUSG00000042225,56068
450,WDR13,ENSG00000101940,64743,Wdr13,ENSMUSG00000031166,73447
451,GLRA2,ENSG00000101958,2742,Glra2,ENSMUSG00000018589,237213
452,STAG2,ENSG00000101972,10735,Stag2,ENSMUSG00000025862,20843
453,PLS3,ENSG00000102024,5358,Pls3,ENSMUSG00000016382,102866
454,NAA10,ENSG00000102030,8260,Naa10,ENSMUSG00000031388,56292
455,RS1,ENSG00000102104,6247,Rs1,ENSMUSG00000031293,20147
456,PGK1,ENSG00000102144,5230,Pgk1,ENSMUSG00000062070,18655
457,PHEX,ENSG00000102174,5251,Phex,ENSMUSG00000057457,18675
458,PCYT1B,ENSG00000102230,9468,Pcyt1b,ENSMUSG00000035246,236899
459,PORCN,ENSG00000102312,64840,Porcn,ENSMUSG00000031169,53627
460,ZDHHC15,ENSG00000102383,158866,Zdhhc15,ENSMUSG00000033906,108672
461,ARMCX3,ENSG00000102401,51566,Armcx3,ENSMUSG00000049047,71703
462,NALCN,ENSG00000102452,259232,Nalcn,ENSMUSG00000000197,338370
463,FGF14,ENSG00000102466,2259,Fgf14,ENSMUSG00000025551,14169
464,CAB39L,ENSG00000102547,81617,Cab39l,ENSMUSG00000021981,69008
465,DNAJC3,ENSG00000102580,5611,Dnajc3,ENSMUSG00000022136,100037258
466,FGF9,ENSG00000102678,2254,Fgf9,ENSMUSG00000021974,14180
467,KPNA3,ENSG00000102753,3839,Kpna3,ENSMUSG00000021929,16648
468,INTS6,ENSG00000102786,26512,Ints6,ENSMUSG00000035161,18130
469,MAPK3,ENSG00000102882,5595,Mapk3,ENSMUSG00000063065,26417
470,NUTF2,ENSG00000102898,10204,Nutf2,ENSMUSG00000008450,68051
471,NUTF2,ENSG00000102898,10204,Nutf2-ps1,ENSMUSG00000071497,<NA>
472,NUP93,ENSG00000102900,9688,Nup93,ENSMUSG00000032939,71805
473,CBLN1,ENSG00000102924,869,Cbln1,ENSMUSG00000031654,12404
474,ZNF423,ENSG00000102935,23090,Zfp423,ENSMUSG00000045333,94187
475,CTCF,ENSG00000102974,10664,Ctcf,ENSMUSG00000005698,13018
476,POLR2C,ENSG00000102978,5432,Polr2c,ENSMUSG00000031783,20021
477,PSMD7,ENSG00000103035,5713,Psmd7,ENSMUSG00000039067,17463
478,HAS3,ENSG00000103044,3038,Has3,ENSMUSG00000031910,15118
479,WDR59,ENSG00000103091,79726,Wdr59,ENSMUSG00000031959,319481
480,NPRL3,ENSG00000103148,8131,Nprl3,ENSMUSG00000020289,17168
481,STUB1,ENSG00000103266,10273,Stub1,ENSMUSG00000039615,56424
482,UBE2I,ENSG00000103275,7329,Ube2i,ENSMUSG00000015120,22196
483,CDIPT,ENSG00000103502,10423,Cdipt,ENSMUSG00000030682,52858
484,CORO2B,ENSG00000103647,10391,Coro2b,ENSMUSG00000041729,235431
485,CSK,ENSG00000103653,1445,Csk,ENSMUSG00000032312,12988
486,HERC1,ENSG00000103657,8925,Herc1,ENSMUSG00000038664,235439
487,RAB11A,ENSG00000103769,8766,Rab11a,ENSMUSG00000004771,53869
488,EHD4,ENSG00000103966,30844,Ehd4,ENSMUSG00000027293,98878
489,EIF3J,ENSG00000104131,8669,Eif3j1,ENSMUSG00000027236,78655
490,EIF3J,ENSG00000104131,8669,Eif3j2,ENSMUSG00000043424,100042807
491,RHOV,ENSG00000104140,171177,Rhov,ENSMUSG00000034226,228543
492,SGK3,ENSG00000104205,23678,Sgk3,ENSMUSG00000025915,170755
493,FZD3,ENSG00000104290,7976,Fzd3,ENSMUSG00000007989,14365
494,INTS9,ENSG00000104299,55756,Ints9,ENSMUSG00000021975,210925
495,EYA1,ENSG00000104313,2138,Eya1,ENSMUSG00000025932,14048
496,CALB1,ENSG00000104327,793,Calb1,ENSMUSG00000028222,12307
497,RAB2A,ENSG00000104388,5862,Rab2a,ENSMUSG00000047187,59021
498,EIF3E,ENSG00000104408,3646,Eif3e,ENSMUSG00000022336,16341
499,EMC2,ENSG00000104412,9694,Emc2,ENSMUSG00000022337,66736
500,ESRP1,ENSG00000104413,54845,Esrp1,ENSMUSG00000040728,207920
501,ARMC1,ENSG00000104442,55156,Armc1,ENSMUSG00000027599,74252
502,NCALD,ENSG00000104490,83988,Ncald,ENSMUSG00000051359,52589
503,UBR5,ENSG00000104517,51366,Ubr5,ENSMUSG00000037487,70790
504,PPP2CB,ENSG00000104695,5516,Ppp2cb,ENSMUSG00000009630,19053
505,KCTD9,ENSG00000104756,54793,Kctd9,ENSMUSG00000034327,105440
506,BNIP3L,ENSG00000104765,665,Bnip3l,ENSMUSG00000022051,12177
507,GYS1,ENSG00000104812,2997,Gys1,ENSMUSG00000003865,14936
508,HNRNPL,ENSG00000104824,3191,Hnrnpl,ENSMUSG00000015165,15388
509,TUBB4A,ENSG00000104833,10382,Tubb4a,ENSMUSG00000062591,22153
510,SNRNP70,ENSG00000104852,6625,Snrnp70,ENSMUSG00000063511,20637
511,LIN7B,ENSG00000104863,64130,Lin7b,ENSMUSG00000003872,22342
512,CKM,ENSG00000104879,1158,Ckm,ENSMUSG00000030399,12715
513,ERCC2,ENSG00000104884,2068,Ercc2,ENSMUSG00000030400,13871
514,SLC17A7,ENSG00000104888,57030,Slc17a7,ENSMUSG00000070570,72961
515,SF3A2,ENSG00000104897,8175,Sf3a2,ENSMUSG00000020211,20222
516,PTOV1,ENSG00000104960,53635,Ptov1,ENSMUSG00000038502,84113
517,NOVA2,ENSG00000104967,4858,Nova2,ENSMUSG00000030411,384569
518,FAM32A,ENSG00000105058,26017,Fam32a,ENSMUSG00000003039,67922
519,FBL,ENSG00000105202,2091,Fbl,ENSMUSG00000046865,14113
520,DYRK1B,ENSG00000105204,9149,Dyrk1b,ENSMUSG00000002409,13549
521,AKT2,ENSG00000105221,208,Akt2,ENSMUSG00000004056,11652
522,POLR2I,ENSG00000105258,5438,Polr2i,ENSMUSG00000019738,69920
523,CLIP3,ENSG00000105270,25999,Clip3,ENSMUSG00000013921,76686
524,FZR1,ENSG00000105325,51343,Fzr1,ENSMUSG00000020235,56371
525,RPS19,ENSG00000105372,6223,Rps19,ENSMUSG00000040952,20085
526,CRX,ENSG00000105392,1406,Crx,ENSMUSG00000041578,12951
527,NAPA,ENSG00000105402,8775,Napa,ENSMUSG00000006024,108124
528,ATP1A3,ENSG00000105409,478,Atp1a3,ENSMUSG00000040907,232975
529,CNFN,ENSG00000105427,84518,Cnfn,ENSMUSG00000063651,72383
530,KDELR1,ENSG00000105438,10945,Kdelr1,ENSMUSG00000002778,68137
531,CYTH2,ENSG00000105443,9266,Cyth2,ENSMUSG00000003269,19158
532,GRIN2D,ENSG00000105464,2906,Grin2d,ENSMUSG00000002771,14814
533,PLPPR2,ENSG00000105520,64748,Plppr2,ENSMUSG00000040563,235044
534,PPP2R1A,ENSG00000105568,5518,Ppp2r1a,ENSMUSG00000007564,51792
535,TNPO2,ENSG00000105576,30000,Tnpo2,ENSMUSG00000031691,212999
536,WDR83OS,ENSG00000105583,51398,Wdr83os,ENSMUSG00000059355,414077
537,CACNG7,ENSG00000105605,59284,Cacng7,ENSMUSG00000069806,81904
538,PRPF31,ENSG00000105618,26121,Prpf31,ENSMUSG00000008373,68988
539,RAB3A,ENSG00000105649,5864,Rab3a,ENSMUSG00000031840,19339
540,ATP4A,ENSG00000105675,495,Atp4a,ENSMUSG00000005553,11944
541,TMEM147,ENSG00000105677,10430,Tmem147,ENSMUSG00000006315,69804
542,USF2,ENSG00000105698,7392,Usf2,ENSMUSG00000058239,22282
543,ERF,ENSG00000105722,2077,Erf,ENSMUSG00000040857,13875
544,CADM4,ENSG00000105767,199731,Cadm4,ENSMUSG00000054793,260299
545,SMG9,ENSG00000105771,56006,Smg9,ENSMUSG00000002210,71997
546,SP4,ENSG00000105866,6671,Sp4,ENSMUSG00000025323,20688
547,CBLL1,ENSG00000105879,79872,Cbll1,ENSMUSG00000020659,104836
548,DLX5,ENSG00000105880,1749,Dlx5,ENSMUSG00000029755,13395
549,MTPN,ENSG00000105887,136319,Mtpn,ENSMUSG00000029840,14489
550,PTN,ENSG00000105894,5764,Ptn,ENSMUSG00000029838,19242
551,TTC26,ENSG00000105948,79989,Ttc26,ENSMUSG00000056832,264134
552,OGDH,ENSG00000105953,4967,Ogdh,ENSMUSG00000020456,18293
553,LMBR1,ENSG00000105983,64327,Lmbr1,ENSMUSG00000010721,56873
554,WNT2,ENSG00000105989,7472,Wnt2,ENSMUSG00000010797,22413
555,HOXA5,ENSG00000106004,3202,Hoxa5,ENSMUSG00000038253,15402
556,HOXA6,ENSG00000106006,3203,Hoxa6,ENSMUSG00000043219,15403
557,TSPAN12,ENSG00000106025,23554,Tspan12,ENSMUSG00000029669,269831
558,HOXA13,ENSG00000106031,3209,Hoxa13,ENSMUSG00000038203,15398
559,CHN2,ENSG00000106069,1124,Chn2,ENSMUSG00000004633,69993
560,STX1A,ENSG00000106089,6804,Stx1a,ENSMUSG00000007207,20907
561,NPTX2,ENSG00000106236,4885,Nptx2,ENSMUSG00000059991,53324
562,PDAP1,ENSG00000106244,11333,Pdap1,ENSMUSG00000029623,231887
563,BUD31,ENSG00000106245,8896,Bud31,ENSMUSG00000038722,231889
564,LSM5,ENSG00000106355,23658,Lsm5,ENSMUSG00000091625,66373
565,AP1S1,ENSG00000106367,1174,Ap1s1,ENSMUSG00000004849,11769
566,PHF14,ENSG00000106443,9678,Phf14,ENSMUSG00000029629,75725
567,EZH2,ENSG00000106462,2146,Ezh2,ENSMUSG00000029687,14056
568,MEST,ENSG00000106484,4232,Mest,ENSMUSG00000051855,17294
569,MEOX2,ENSG00000106511,4223,Meox2,ENSMUSG00000036144,17286
570,RHEB,ENSG00000106615,6009,Rheb,ENSMUSG00000028945,19744
571,EIF4H,ENSG00000106682,7458,Eif4h,ENSMUSG00000040731,22384
572,LHX2,ENSG00000106689,9355,Lhx2,ENSMUSG00000000247,16870
573,SPIN1,ENSG00000106723,10927,Spin1,ENSMUSG00000021395,20729
574,TGFBR1,ENSG00000106799,7046,Tgfbr1,ENSMUSG00000007613,21812
575,SEC61B,ENSG00000106803,10952,Sec61b,ENSMUSG00000053317,66212
576,LHX6,ENSG00000106852,26468,Lhx6,ENSMUSG00000026890,16874
577,DNM1,ENSG00000106976,1759,Dnm1,ENSMUSG00000026825,13429
578,TBC1D13,ENSG00000107021,54662,Tbc1d13,ENSMUSG00000039678,70296
579,ELAVL2,ENSG00000107105,1993,Elavl2,ENSMUSG00000008489,15569
580,NCS1,ENSG00000107130,23413,Ncs1,ENSMUSG00000062661,14299
581,RGP1,ENSG00000107185,9827,Rgp1,ENSMUSG00000028468,242406
582,EDF1,ENSG00000107223,8721,Edf1,ENSMUSG00000015092,59022
583,PIP5K1B,ENSG00000107242,8395,Pip5k1b,ENSMUSG00000024867,18719
584,SH3GL2,ENSG00000107295,6456,Sh3gl2,ENSMUSG00000028488,20404
585,UBE2R2,ENSG00000107341,54926,Ube2r2,ENSMUSG00000036241,67615
586,ABHD17B,ENSG00000107362,51104,Abhd17b,ENSMUSG00000047368,226016
587,ZFAND5,ENSG00000107372,7763,Zfand5,ENSMUSG00000024750,22682
588,GATA3,ENSG00000107485,2625,Gata3,ENSMUSG00000015619,14462
589,ERLIN1,ENSG00000107566,10613,Erlin1,ENSMUSG00000025198,226144
590,MAPK8,ENSG00000107643,5599,Mapk8,ENSMUSG00000021936,26419
591,PPP3CB,ENSG00000107758,5532,Ppp3cb,ENSMUSG00000021816,19056
592,BMPR1A,ENSG00000107779,657,Bmpr1a,ENSMUSG00000021796,12166
593,ACTA2,ENSG00000107796,59,Acta2,ENSMUSG00000035783,11475
594,TLX1,ENSG00000107807,3195,Tlx1,ENSMUSG00000025215,21908
595,TNKS2,ENSG00000107854,80351,Tnks2,ENSMUSG00000024811,74493
596,PITX3,ENSG00000107859,5309,Pitx3,ENSMUSG00000025229,18742
597,CPEB3,ENSG00000107864,22849,Cpeb3,ENSMUSG00000039652,208922
598,FBXL15,ENSG00000107872,79176,Fbxl15,ENSMUSG00000025226,68431
599,SUFU,ENSG00000107882,51684,Sufu,ENSMUSG00000025231,24069
600,EBF3,ENSG00000108001,253738,Ebf3,ENSMUSG00000010476,13593
601,SMC3,ENSG00000108055,9126,Smc3,ENSMUSG00000024974,13006
602,SHOC2,ENSG00000108061,8036,Shoc2,ENSMUSG00000024976,56392
603,CCNY,ENSG00000108100,219771,Ccny,ENSMUSG00000024286,67974
604,ZMIZ1,ENSG00000108175,57178,Zmiz1,ENSMUSG00000007817,328365
605,TSPAN14,ENSG00000108219,81619,Tspan14,ENSMUSG00000037824,52588
606,LGI1,ENSG00000108231,9211,Lgi1,ENSMUSG00000067242,56839
607,GIT1,ENSG00000108262,28964,Git1,ENSMUSG00000011877,216963
608,RPL19,ENSG00000108298,6143,Rpl19,ENSMUSG00000017404,19921
609,FBXL20,ENSG00000108306,84961,Fbxl20,ENSMUSG00000020883,72194
610,RUNDC3A,ENSG00000108309,10900,Rundc3a,ENSMUSG00000006575,51799
611,UBTF,ENSG00000108312,7343,Ubtf,ENSMUSG00000020923,21429
612,PSMD3,ENSG00000108344,5709,Psmd3,ENSMUSG00000017221,22123
613,WNT3,ENSG00000108379,7473,Wnt3,ENSMUSG00000000125,22415
614,WNT3,ENSG00000108379,101929777,Wnt3,ENSMUSG00000000125,22415
615,DHX40,ENSG00000108406,79665,Dhx40,ENSMUSG00000018425,67487
616,KPNB1,ENSG00000108424,3837,Kpnb1,ENSMUSG00000001440,16211
617,RPS6KB1,ENSG00000108443,6198,Rps6kb1,ENSMUSG00000020516,72508
618,CBX1,ENSG00000108468,10951,Cbx1,ENSMUSG00000018666,12412
619,HOXB6,ENSG00000108511,3216,Hoxb6,ENSMUSG00000000690,15414
620,ENO3,ENSG00000108515,2027,Eno3,ENSMUSG00000060600,13808
621,SLC25A11,ENSG00000108528,8402,Slc25a11,ENSMUSG00000014606,67863
622,RASD1,ENSG00000108551,51655,Rasd1,ENSMUSG00000049892,19416
623,GOSR1,ENSG00000108587,9527,Gosr1,ENSMUSG00000010392,53334
624,CCDC47,ENSG00000108588,57003,Ccdc47,ENSMUSG00000078622,67163
625,MED31,ENSG00000108590,51003,Med31,ENSMUSG00000020801,67279
626,DRG2,ENSG00000108591,1819,Drg2,ENSMUSG00000020537,13495
627,SMARCD2,ENSG00000108604,6603,Smarcd2,ENSMUSG00000078619,83796
628,DDX5,ENSG00000108654,1655,Ddx5,ENSMUSG00000020719,13207
629,CYTH1,ENSG00000108669,9267,Cyth1,ENSMUSG00000017132,19157
630,PSMD11,ENSG00000108671,5717,Psmd11,ENSMUSG00000017428,69077
631,ASIC2,ENSG00000108684,40,Asic2,ENSMUSG00000020704,11418
632,KAT2A,ENSG00000108773,2648,Kat2a,ENSMUSG00000020918,14534
633,EZH1,ENSG00000108799,2145,Ezh1,ENSMUSG00000006920,14055
634,PPP1R9B,ENSG00000108819,84687,Ppp1r9b,ENSMUSG00000038976,217124
635,RND2,ENSG00000108830,8153,Rnd2,ENSMUSG00000001313,11858
636,LUC7L3,ENSG00000108848,51747,Luc7l3,ENSMUSG00000020863,67684
637,SMURF2,ENSG00000108854,64750,Smurf2,ENSMUSG00000018363,66313
638,EFTUD2,ENSG00000108883,9343,Eftud2,ENSMUSG00000020929,20624
639,HLF,ENSG00000108924,3131,Hlf,ENSMUSG00000003949,217082
640,PRKAR1A,ENSG00000108946,5573,Prkar1a,ENSMUSG00000020612,19084
641,YWHAE,ENSG00000108953,7531,Ywhae,ENSMUSG00000020849,22627
642,MMD,ENSG00000108960,23531,Mmd,ENSMUSG00000003948,67468
643,MAP2K6,ENSG00000108984,5608,Map2k6,ENSMUSG00000020623,26399
644,MYH1,ENSG00000109061,4619,Myh1,ENSMUSG00000056328,17879
645,MYH3,ENSG00000109063,4621,Myh3,ENSMUSG00000020908,17883
646,TNFAIP1,ENSG00000109079,7126,Tnfaip1,ENSMUSG00000017615,21927
647,ALDOC,ENSG00000109107,230,Aldoc,ENSMUSG00000017390,11676
648,SUPT6H,ENSG00000109111,6830,Supt6,ENSMUSG00000002052,20926
649,PHF12,ENSG00000109118,57649,Phf12,ENSMUSG00000037791,268448
650,PHOX2B,ENSG00000109132,8929,Phox2b,ENSMUSG00000012520,18935
651,TMEM33,ENSG00000109133,55161,Tmem33,ENSMUSG00000037720,67878
652,USP46,ENSG00000109189,64854,Usp46,ENSMUSG00000054814,69727
653,CHIC2,ENSG00000109220,26511,Chic2,ENSMUSG00000029229,74277
654,LAMTOR3,ENSG00000109270,8649,Lamtor3,ENSMUSG00000091512,56692
655,MAPK10,ENSG00000109339,5602,Mapk10,ENSMUSG00000046709,26414
656,TBC1D9,ENSG00000109436,23158,Tbc1d9,ENSMUSG00000031709,71310
657,KLHL2,ENSG00000109466,11275,Klhl2,ENSMUSG00000031605,77113
658,CPE,ENSG00000109472,1363,Cpe,ENSMUSG00000037852,12876
659,RPL34,ENSG00000109475,6164,Rpl34,ENSMUSG00000062006,68436
660,RPL34,ENSG00000109475,6164,Rpl34,ENSMUSG00000062006,619547
661,GAR1,ENSG00000109534,54433,Gar1,ENSMUSG00000028010,68147
662,FRG1,ENSG00000109536,2483,Frg1,ENSMUSG00000031590,14300
663,CLCN3,ENSG00000109572,1182,Clcn3,ENSMUSG00000004319,12725
664,DHX15,ENSG00000109606,1665,Dhx15,ENSMUSG00000029169,13204
665,TRIM2,ENSG00000109654,23321,Trim2,ENSMUSG00000027993,80890
666,FBXW7,ENSG00000109670,55294,Fbxw7,ENSMUSG00000028086,50754
667,TBC1D19,ENSG00000109680,55296,Tbc1d19,ENSMUSG00000039178,67249
668,GLRB,ENSG00000109738,2743,Glrb,ENSMUSG00000028020,14658
669,UGDH,ENSG00000109814,7358,Ugdh,ENSMUSG00000029201,22235
670,CRYAB,ENSG00000109846,1410,Cryab,ENSMUSG00000032060,12955
671,ZBTB16,ENSG00000109906,7704,Zbtb16,ENSMUSG00000066687,235320
672,TECTA,ENSG00000109927,7007,Tecta,ENSMUSG00000037705,21683
673,TECTA,ENSG00000109927,116804918,Tecta,ENSMUSG00000037705,21683
674,B3GAT1,ENSG00000109956,27087,B3gat1,ENSMUSG00000045994,76898
675,EHD1,ENSG00000110047,10938,Ehd1,ENSMUSG00000024772,13660
676,NRXN2,ENSG00000110076,9379,Nrxn2,ENSMUSG00000033768,18190
677,PRPF19,ENSG00000110107,27339,Prpf19,ENSMUSG00000024735,28000
678,TRIM3,ENSG00000110171,10612,Trim3,ENSMUSG00000036989,55992
679,RNF141,ENSG00000110315,50862,Rnf141,ENSMUSG00000030788,67150
