,mouse_symbol,mouse_ensembl,mouse_entrez,human_symbol,human_ensembl,human_entrez
340,Pdcd1lg2,ENSMUSG00000016498,58205,PDCD1LG2,ENSG00000197646,80380
341,Gtf3a,ENSMUSG00000016503,66596,GTF3A,ENSG00000122034,2971
342,Mtif3,ENSMUSG00000016510,76366,MTIF3,ENSG00000122033,219402
343,Lnx2,ENSMUSG00000016520,140887,LNX2,ENSG00000139517,222484
344,Il19,ENSMUSG00000016524,329244,IL19,ENSG00000142224,29949
345,Lamp2,ENSMUSG00000016534,16784,LAMP2,ENSG00000005893,3920
346,Eif3d,ENSMUSG00000016554,55944,EIF3D,ENSG00000100353,8664
347,Tox4,ENSMUSG00000016831,268741,TOX4,ENSG00000092203,9878
348,Etaa1,ENSMUSG00000016984,68145,ETAA1,ENSG00000143971,54465
349,Zpbp2,ENSMUSG00000017195,69376,ZPBP2,ENSG00000186075,124626
350,Dnttip1,ENSMUSG00000017299,76233,DNTTIP1,ENSG00000101457,116092
351,Tnnc2,ENSMUSG00000017300,21925,TNNC2,ENSG00000101470,7125
352,Acot8,ENSMUSG00000017307,170789,ACOT8,ENSG00000101473,10005
353,Spint4,ENSMUSG00000017310,78239,SPINT4,ENSG00000149651,391253
354,Vtn,ENSMUSG00000017344,22370,VTN,ENSG00000109072,7448
355,Nlk,ENSMUSG00000017376,18099,NLK,ENSG00000087095,51701
356,Traf4,ENSMUSG00000017386,22032,TRAF4,ENSG00000076604,9618
357,Stac2,ENSMUSG00000017400,217154,STAC2,ENSG00000141750,342667
358,Rpl19,ENSMUSG00000017404,19921,RPL19,ENSG00000108298,6143
359,Nek8,ENSMUSG00000017405,140859,NEK8,ENSG00000160602,284086
360,Tnfaip1,ENSMUSG00000017615,21927,TNFAIP1,ENSG00000109079,7126
361,Cd40,ENSMUSG00000017652,21939,CD40,ENSG00000101017,958
362,Slc35c2,ENSMUSG00000017664,228875,SLC35C2,ENSG00000080189,51006
363,Zfp334,ENSMUSG00000017667,228876,ZNF334,ENSG00000198185,55713
364,Elmo2,ENSMUSG00000017670,140579,ELMO2,ENSG00000062598,63916
365,Wsb1,ENSMUSG00000017677,78889,WSB1,ENSG00000109046,26118
366,Eppin,ENSMUSG00000017733,75526,EPPIN-WFDC6,ENSG00000249139,100526773
367,Eppin,ENSMUSG00000017733,75526,EPPIN,ENSG00000101448,57119
368,Mmp9,ENSMUSG00000017737,17395,MMP9,ENSG00000100985,4318
369,Slc12a5,ENSMUSG00000017740,57138,SLC12A5,ENSG00000124140,57468
370,Pltp,ENSMUSG00000017754,18830,PLTP,ENSG00000100979,5360
371,Ctsa,ENSMUSG00000017760,19025,CTSA,ENSG00000064601,5476
372,Zswim1,ENSMUSG00000017764,71971,ZSWIM1,ENSG00000168612,90204
373,Spata25,ENSMUSG00000017767,75642,SPATA25,ENSG00000149634,128497
374,Prl3c1,ENSMUSG00000017922,27372,PRL,ENSG00000172179,5617
375,Mafk,ENSMUSG00000018143,17135,MAFK,ENSG00000198517,7975
376,Med1,ENSMUSG00000018160,19014,MED1,ENSG00000125686,5469
377,Stard3,ENSMUSG00000018167,59045,STARD3,ENSG00000131748,10948
378,Ksr1,ENSMUSG00000018334,16706,KSR1,ENSG00000141068,8844
379,Abi3,ENSMUSG00000018381,66610,ABI3,ENSG00000108798,51225
380,Akap1,ENSMUSG00000018428,11640,AKAP1,ENSG00000121057,8165
381,Nol11,ENSMUSG00000018433,68979,NOL11,ENSG00000130935,25926
382,Slc13a3,ENSMUSG00000018459,114644,SLC13A3,ENSG00000158296,64849
383,Kcnab3,ENSMUSG00000018470,16499,KCNAB3,ENSG00000170049,9196
384,Chd3,ENSMUSG00000018474,216848,CHD3,ENSG00000170004,1107
385,Mief2,ENSMUSG00000018599,237781,MIEF2,ENSG00000177427,125170
386,Crhr1,ENSMUSG00000018634,12921,CRHR1,ENSG00000120088,1394
387,Crhr1,ENSMUSG00000018634,12921,CRHR1,ENSG00000120088,104909134
388,Sp2,ENSMUSG00000018678,78912,SP2,ENSG00000167182,6668
389,Pex12,ENSMUSG00000018733,103737,PEX12,ENSG00000108733,5193
390,Slc35g3,ENSMUSG00000018776,56293,SLC35G5,ENSG00000177710,83650
391,Slc35g3,ENSMUSG00000018776,56293,SLC35G3,ENSG00000164729,146861
392,Slc35g3,ENSMUSG00000018776,56293,SLC35G6,ENSG00000259224,643664
393,Acsl1,ENSMUSG00000018796,14081,ACSL1,ENSG00000151726,2180
394,Abca5,ENSMUSG00000018800,217265,ABCA5,ENSG00000154265,23461
395,Lsp1,ENSMUSG00000018819,16985,LSP1,ENSG00000130592,4046
396,Rad51d,ENSMUSG00000018841,19364,RAD51D,ENSG00000185379,5892
397,Unc45b,ENSMUSG00000018845,217012,UNC45B,ENSG00000141161,146862
398,Pank3,ENSMUSG00000018846,211347,PANK3,ENSG00000120137,79646
399,Wwc1,ENSMUSG00000018849,211652,WWC1,ENSG00000113645,23286
400,Otop3,ENSMUSG00000018862,69602,OTOP3,ENSG00000182938,347741
401,Irf1,ENSMUSG00000018899,16362,IRF1,ENSG00000125347,3659
402,Slc22a5,ENSMUSG00000018900,20520,SLC22A5,ENSG00000197375,6584
403,Tm4sf5,ENSMUSG00000018919,75604,TM4SF5,ENSG00000142484,9032
404,Med11,ENSMUSG00000018923,66172,MED11,ENSG00000161920,400569
405,Hoxb1,ENSMUSG00000018973,15407,HOXB1,ENSG00000120094,3211
406,Mfsd3,ENSMUSG00000019080,69572,MFSD3,ENSG00000167700,113655
407,Aldh3a1,ENSMUSG00000019102,11670,ALDH3A1,ENSG00000108602,218
408,BC005537,ENSMUSG00000019132,79555,C6orf62,ENSG00000112308,81688
409,Isyna1,ENSMUSG00000019139,71780,ISYNA1,ENSG00000105655,51477
410,Tmem160,ENSMUSG00000019158,69094,TMEM160,ENSG00000130748,54958
411,Styxl1,ENSMUSG00000019178,76571,STYXL1,ENSG00000127952,51657
412,Atp6v1e1,ENSMUSG00000019210,11973,ATP6V1E1,ENSG00000131100,529
413,Psmc3ip,ENSMUSG00000019303,19183,PSMC3IP,ENSG00000131470,29893
414,Calm3,ENSMUSG00000019370,12315,CALM3,ENSG00000160014,808
415,Fkbp8,ENSMUSG00000019428,14232,FKBP8,ENSG00000105701,23770
416,Tlcd1,ENSMUSG00000019437,68385,TLCD1,ENSG00000160606,116238
417,Arhgef25,ENSMUSG00000019467,52666,ARHGEF25,ENSG00000240771,115557
418,Cdc37,ENSMUSG00000019471,12539,CDC37,ENSG00000105401,11140
419,Cops6,ENSMUSG00000019494,26893,COPS6,ENSG00000168090,10980
420,Ap4m1,ENSMUSG00000019518,11781,AP4M1,ENSG00000221838,9179
421,Rcn3,ENSMUSG00000019539,52377,RCN3,ENSG00000142552,57333
422,Iyd,ENSMUSG00000019762,70337,IYD,ENSG00000009765,389434
423,Rmnd1,ENSMUSG00000019763,66084,RMND1,ENSG00000155906,55005
424,Ccdc170,ENSMUSG00000019767,100504234,CCDC170,ENSG00000120262,80129
425,Vip,ENSMUSG00000019772,22353,VIP,ENSG00000146469,7432
426,Fbxo5,ENSMUSG00000019773,67141,FBXO5,ENSG00000112029,26271
427,Mtrf1l,ENSMUSG00000019774,108853,MTRF1L,ENSG00000112031,54516
428,Rgs17,ENSMUSG00000019775,56533,RGS17,ENSG00000091844,26575
429,Stxbp5,ENSMUSG00000019790,78808,STXBP5,ENSG00000164506,134957
430,Katna1,ENSMUSG00000019794,23924,KATNA1,ENSG00000186625,11104
431,Pcmt1,ENSMUSG00000019795,18537,PCMT1,ENSG00000120265,5110
432,Lrp11,ENSMUSG00000019796,237253,LRP11,ENSG00000120256,84918
433,Aig1,ENSMUSG00000019806,66253,AIG1,ENSG00000146416,51390
434,Adat2,ENSMUSG00000019808,66757,ADAT2,ENSG00000189007,134637
435,Pex3,ENSMUSG00000019809,56535,PEX3,ENSG00000034693,8504
436,Fuca2,ENSMUSG00000019810,66848,FUCA2,ENSG00000001036,2519
437,Ltv1,ENSMUSG00000019814,353258,LTV1,ENSG00000135521,84946
438,Mical1,ENSMUSG00000019823,171580,MICAL1,ENSG00000135596,64780
439,Grm1,ENSMUSG00000019828,14816,GRM1,ENSG00000152822,2911
440,Slc16a10,ENSMUSG00000019838,72472,SLC16A10,ENSG00000112394,117247
441,Tnfaip3,ENSMUSG00000019850,21929,TNFAIP3,ENSG00000118503,7128
442,Perp,ENSMUSG00000019851,64058,PERP,ENSG00000112378,64065
443,Arfgef3,ENSMUSG00000019852,215821,ARFGEF3,ENSG00000112379,57221
444,Hebp2,ENSMUSG00000019853,56016,HEBP2,ENSG00000051620,23593
445,Reps1,ENSMUSG00000019854,19707,REPS1,ENSG00000135597,85021
446,Qrsl1,ENSMUSG00000019863,76563,QRSL1,ENSG00000130348,55278
447,Nmbr,ENSMUSG00000019865,18101,NMBR,ENSG00000135577,4829
448,Nmbr,ENSMUSG00000019865,69412,NMBR,ENSG00000135577,4829
449,Gje1,ENSMUSG00000019867,76743,GJE1,ENSG00000203733,100126572
450,Vta1,ENSMUSG00000019868,66201,VTA1,ENSG00000009844,51534
451,Vta1,ENSMUSG00000019868,125179616,VTA1,ENSG00000009844,51534
452,Slc6a15,ENSMUSG00000019894,103098,SLC6A15,ENSG00000072041,55117
453,Ccdc59,ENSMUSG00000019897,52713,CCDC59,ENSG00000133773,29080
454,Sim1,ENSMUSG00000019913,20464,SIM1,ENSG00000112246,6492
455,Lims1,ENSMUSG00000019920,110829,LIMS1,ENSG00000169756,3987
456,Lims1,ENSMUSG00000019920,110829,LIMS3,ENSG00000256977,96626
457,Lims1,ENSMUSG00000019920,110829,LIMS4,ENSG00000256671,100288695
458,Kera,ENSMUSG00000019932,16545,KERA,ENSG00000139330,11081
459,Poc1b,ENSMUSG00000019952,382406,POC1B,ENSG00000139323,282809
460,Cep290,ENSMUSG00000019971,216274,CEP290,ENSG00000198707,80184
461,Hbs1l,ENSMUSG00000019977,56422,HBS1L,ENSG00000112339,10767
462,Ahi1,ENSMUSG00000019986,52906,AHI1,ENSG00000135541,54806
463,Pde7b,ENSMUSG00000019990,29863,PDE7B,ENSG00000171408,27115
464,Mtfr2,ENSMUSG00000019992,71804,MTFR2,ENSG00000146410,113115
465,Map7,ENSMUSG00000019996,17761,MAP7,ENSG00000135525,9053
466,Pex7,ENSMUSG00000020003,18634,PEX7,ENSG00000112357,5191
467,Il20ra,ENSMUSG00000020007,237313,IL20RA,ENSG00000016402,53832
468,Ifngr1,ENSMUSG00000020009,15979,IFNGR1,ENSG00000027697,3459
469,Socs2,ENSMUSG00000020027,216233,SOCS2,ENSG00000120833,8835
470,Pah,ENSMUSG00000020051,18478,PAH,ENSG00000171759,5053
471,Ascl1,ENSMUSG00000020052,17172,ASCL1,ENSG00000139352,429
472,Dram1,ENSMUSG00000020057,71712,DRAM1,ENSG00000136048,55332
473,Mybpc1,ENSMUSG00000020061,109272,MYBPC1,ENSG00000196091,4604
474,Ddx21,ENSMUSG00000020075,56200,DDX21,ENSG00000165732,9188
475,Srgn,ENSMUSG00000020077,19073,SRGN,ENSG00000122862,5552
476,Vps26a,ENSMUSG00000020078,30930,VPS26A,ENSG00000122958,9559
477,Supv3l1,ENSMUSG00000020079,338359,SUPV3L1,ENSG00000156502,6832
478,Hkdc1,ENSMUSG00000020080,216019,HKDC1,ENSG00000156510,80201
479,Aifm2,ENSMUSG00000020085,71361,AIFM2,ENSG00000042286,84883
480,Ppa1,ENSMUSG00000020089,67895,PPA1,ENSG00000180817,5464
481,Cand1,ENSMUSG00000020114,71902,CAND1,ENSG00000111530,55832
482,Pno1,ENSMUSG00000020116,66249,PNO1,ENSG00000115946,56902
483,Plek,ENSMUSG00000020120,56193,PLEK,ENSG00000115956,5341
484,Rab21,ENSMUSG00000020132,216344,RAB21,ENSG00000080371,23011
485,Rab1a,ENSMUSG00000020149,19324,RAB1A,ENSG00000138069,5861
486,Ptprr,ENSMUSG00000020151,19279,PTPRR,ENSG00000153233,5801
487,Actr2,ENSMUSG00000020152,66713,ACTR2,ENSG00000138071,10097
488,Best3,ENSMUSG00000020169,382427,BEST3,ENSG00000127325,144453
489,Frs2,ENSMUSG00000020170,327826,FRS2,ENSG00000166225,10818
490,Yeats4,ENSMUSG00000020171,64050,YEATS4,ENSG00000127337,8089
491,Adora2a,ENSMUSG00000020178,11540,ADORA2A,ENSG00000128271,135
492,Snrpd3,ENSMUSG00000020180,67332,SNRPD3,ENSG00000100028,6634
493,Csrp2,ENSMUSG00000020186,13008,CSRP2,ENSG00000175183,1466
494,Cabin1,ENSMUSG00000020196,104248,CABIN1,ENSG00000099991,23523
495,Phlda1,ENSMUSG00000020205,21664,PHLDA1,ENSG00000139289,22822
496,Mdm1,ENSMUSG00000020212,17245,MDM1,ENSG00000111554,56890
497,Glipr1l1,ENSMUSG00000020213,69286,GLIPR1L1,ENSG00000173401,256710
498,Glipr1l2,ENSMUSG00000020214,67537,GLIPR1L2,ENSG00000180481,144321
499,Llph,ENSMUSG00000020224,66225,LLPH,ENSG00000139233,84298
500,Tmbim4,ENSMUSG00000020225,68212,TMBIM4,ENSG00000155957,51643
501,Irak3,ENSMUSG00000020227,73914,IRAK3,ENSG00000090376,11213
502,Helb,ENSMUSG00000020228,117599,HELB,ENSG00000127311,92797
503,Rhbdf1,ENSMUSG00000020282,13650,RHBDF1,ENSG00000007384,64285
504,Mpg,ENSMUSG00000020287,268395,MPG,ENSG00000103152,4350
505,Nprl3,ENSMUSG00000020289,17168,NPRL3,ENSG00000103148,8131
506,Hbq1a,ENSMUSG00000020295,216635,HBQ1,ENSG00000086506,3049
507,Slc22a4,ENSMUSG00000020334,30805,SLC22A4,ENSG00000197208,6583
508,Sgcd,ENSMUSG00000020354,24052,SGCD,ENSG00000170624,6444
509,Rad50,ENSMUSG00000020380,19360,RAD50,ENSG00000113522,10111
510,Il13,ENSMUSG00000020383,16163,IL13,ENSG00000169194,3596
511,Sar1b,ENSMUSG00000020386,66397,SAR1B,ENSG00000152700,51128
512,Jade2,ENSMUSG00000020387,76901,JADE2,ENSG00000043143,23338
513,Pdlim4,ENSMUSG00000020388,30794,PDLIM4,ENSG00000131435,8572
514,Cdkl3,ENSMUSG00000020389,213084,CDKL3,ENSG00000006837,51265
515,Ube2b,ENSMUSG00000020390,22210,UBE2B,ENSG00000119048,7320
516,Cdkn2aipnl,ENSMUSG00000020392,52626,CDKN2AIPNL,ENSG00000237190,91368
517,Itk,ENSMUSG00000020395,16428,ITK,ENSG00000113263,3702
518,Med7,ENSMUSG00000020397,66213,MED7,ENSG00000155868,9443
519,Havcr2,ENSMUSG00000020399,171285,HAVCR2,ENSG00000135077,84868
520,Fabp6,ENSMUSG00000020405,16204,FABP6,ENSG00000170231,2172
521,Slu7,ENSMUSG00000020409,193116,SLU7,ENSG00000164609,10569
522,Pttg1,ENSMUSG00000020415,30939,PTTG1,ENSG00000164611,9232
523,Pttg1,ENSMUSG00000020415,30939,PTTG2,ENSG00000250254,10744
524,Hormad2,ENSMUSG00000020419,75828,HORMAD2,ENSG00000176635,150280
525,Zfp607a,ENSMUSG00000020420,545938,ZNF780A,ENSG00000197782,284323
526,Btg2,ENSMUSG00000020423,12227,BTG2,ENSG00000159388,7832
527,Gabra6,ENSMUSG00000020428,14399,GABRA6,ENSG00000145863,2559
528,Guk1,ENSMUSG00000020444,14923,GUK1,ENSG00000143774,2987
529,Patz1,ENSMUSG00000020453,56218,PATZ1,ENSG00000100105,23598
530,Mrpl22,ENSMUSG00000020514,216767,MRPL22,ENSG00000082515,29093
531,Cnot8,ENSMUSG00000020515,69125,CNOT8,ENSG00000155508,9337
532,Myocd,ENSMUSG00000020542,214384,MYOCD,ENSG00000141052,93649
533,Nampt,ENSMUSG00000020572,59027,NAMPT,ENSG00000105835,10135
534,Nrcam,ENSMUSG00000020598,319504,NRCAM,ENSG00000091129,4897
535,Hs1bp3,ENSMUSG00000020605,58240,HS1BP3,ENSG00000118960,64342
536,Apob,ENSMUSG00000020609,238055,APOB,ENSG00000084674,338
537,Map2k6,ENSMUSG00000020623,26399,MAP2K6,ENSG00000108984,5608
538,Klhl29,ENSMUSG00000020627,208439,KLHL29,ENSG00000119771,114818
539,Trappc12,ENSMUSG00000020628,217449,TRAPPC12,ENSG00000171853,51112
540,Cmpk2,ENSMUSG00000020638,22169,CMPK2,ENSG00000134326,129607
541,Id2,ENSMUSG00000020644,15902,ID2,ENSG00000115738,3398
542,Efr3b,ENSMUSG00000020658,668212,EFR3B,ENSG00000084710,22979
543,Kif3c,ENSMUSG00000020668,16570,KIF3C,ENSG00000084731,3797
544,Sh3yl1,ENSMUSG00000020669,24057,SH3YL1,ENSG00000035115,26751
545,Rab10,ENSMUSG00000020671,19325,RAB10,ENSG00000084733,10890
546,Tpo,ENSMUSG00000020673,22018,TPO,ENSG00000115705,7173
547,Efcab3,ENSMUSG00000020690,70894,EFCAB3,ENSG00000172421,146779
548,Mettl2,ENSMUSG00000020691,52686,METTL2A,ENSG00000087995,339175
549,Mettl2,ENSMUSG00000020691,52686,METTL2B,ENSG00000165055,55798
550,Tlk2,ENSMUSG00000020694,24086,TLK2,ENSG00000146872,11011
551,Mrc2,ENSMUSG00000020695,17534,MRC2,ENSG00000011028,9902
552,Rffl,ENSMUSG00000020696,67338,RFFL,ENSG00000092871,117584
553,Lig3,ENSMUSG00000020697,16882,LIG3,ENSG00000005156,3980
554,Cct6b,ENSMUSG00000020698,12467,CCT6B,ENSG00000132141,10693
555,Tmem132e,ENSMUSG00000020701,270893,TMEM132E,ENSG00000181291,124842
556,Ftsj3,ENSMUSG00000020706,56095,FTSJ3,ENSG00000108592,117246
557,Slc9a3r1,ENSMUSG00000020733,<NA>,SLC9A3R1,ENSG00000109062,<NA>
558,Grin2c,ENSMUSG00000020734,14813,GRIN2C,ENSG00000161509,2905
559,Nup85,ENSMUSG00000020739,445007,NUP85,ENSG00000125450,79902
560,Gga3,ENSMUSG00000020740,260302,GGA3,ENSG00000125447,23163
561,Slc25a19,ENSMUSG00000020744,67283,SLC25A19,ENSG00000125454,60386
562,Recql5,ENSMUSG00000020752,170472,RECQL5,ENSG00000108469,9400
563,Ten1,ENSMUSG00000020778,69535,TEN1,ENSG00000257949,100134934
564,Camkk1,ENSMUSG00000020785,55984,CAMKK1,ENSG00000004660,84254
565,P2rx1,ENSMUSG00000020787,18436,P2RX1,ENSG00000108405,5023
566,Atp2a3,ENSMUSG00000020788,53313,ATP2A3,ENSG00000074370,489
567,Kif1c,ENSMUSG00000020821,16562,KIF1C,ENSG00000129250,10749
568,Mink1,ENSMUSG00000020827,50932,MINK1,ENSG00000141503,50488
569,Vmo1,ENSMUSG00000020830,327956,VMO1,ENSG00000182853,284013
570,Eral1,ENSMUSG00000020832,57837,ERAL1,ENSG00000132591,26284
571,Ankrd40,ENSMUSG00000020864,71452,ANKRD40,ENSG00000154945,91369
572,Abcc3,ENSMUSG00000020865,76408,ABCC3,ENSG00000108846,8714
573,Xylt2,ENSMUSG00000020868,217119,XYLT2,ENSG00000015532,64132
574,Lrrc59,ENSMUSG00000020869,98238,LRRC59,ENSG00000108829,55379
575,Dlx4,ENSMUSG00000020871,13394,DLX4,ENSG00000108813,1748
576,Tac4,ENSMUSG00000020872,93670,TAC4,ENSG00000176358,255061
577,Scrn2,ENSMUSG00000020877,217140,SCRN2,ENSG00000141295,90507
578,Lrrc46,ENSMUSG00000020878,69297,LRRC46,ENSG00000141294,90506
579,Fbxl20,ENSMUSG00000020883,72194,FBXL20,ENSG00000108306,84961
580,Nr1d1,ENSMUSG00000020889,217166,NR1D1,ENSG00000126368,9572
581,Vamp2,ENSMUSG00000020894,22318,VAMP2,ENSG00000220205,6844
582,Usp43,ENSMUSG00000020905,216835,USP43,ENSG00000154914,124739
583,Scfd1,ENSMUSG00000020952,76983,SCFD1,ENSG00000092108,23256
584,Coch,ENSMUSG00000020953,12810,COCH,ENSG00000100473,1690
585,Strn3,ENSMUSG00000020954,94186,STRN3,ENSG00000196792,29966
586,Ap4s1,ENSMUSG00000020955,11782,AP4S1,ENSG00000100478,11154
587,Tshr,ENSMUSG00000020963,22095,TSHR,ENSG00000165409,7253
588,Mia2,ENSMUSG00000021000,338320,CTAGE1,ENSG00000212710,64693
589,Mia2,ENSMUSG00000021000,338320,CTAGE15,ENSG00000271079,441294
590,Mia2,ENSMUSG00000021000,338320,CTAGE6,ENSG00000271321,340307
591,Mia2,ENSMUSG00000021000,338320,MIA2,ENSG00000150527,4253
592,Mia2,ENSMUSG00000021000,338320,CTAGE9,ENSG00000236761,643854
593,Ptpn21,ENSMUSG00000021009,24000,PTPN21,ENSG00000070778,11099
594,Mbip,ENSMUSG00000021028,217588,MBIP,ENSG00000151332,51562
595,Ngb,ENSMUSG00000021032,64242,NGB,ENSG00000165553,58157
596,Gstz1,ENSMUSG00000021033,14874,GSTZ1,ENSG00000100577,2954
597,Vipas39,ENSMUSG00000021038,104799,VIPAS39,ENSG00000151445,63894
598,Adck1,ENSMUSG00000021044,72113,ADCK1,ENSG00000063761,57143
599,Sgpp1,ENSMUSG00000021054,81535,SGPP1,ENSG00000126821,81537
600,Bdkrb2,ENSMUSG00000021070,12062,BDKRB2,ENSG00000168398,624
601,Clmn,ENSMUSG00000021097,94040,CLMN,ENSG00000165959,79789
602,Glrx5,ENSMUSG00000021102,73046,GLRX5,ENSG00000182512,51218
603,Vrk1,ENSMUSG00000021115,22367,VRK1,ENSG00000100749,7443
604,Eif2s1,ENSMUSG00000021116,13665,EIF2S1,ENSG00000134001,1965
605,Rdh12,ENSMUSG00000021123,77974,RDH12,ENSG00000139988,145226
606,Atxn3,ENSMUSG00000021189,110616,ATXN3L,ENSG00000123594,92552
607,Esrrb,ENSMUSG00000021255,26380,ESRRB,ENSG00000119715,2103
608,Vash1,ENSMUSG00000021256,238328,VASH1,ENSG00000071246,22846
609,Angel1,ENSMUSG00000021257,68737,ANGEL1,ENSG00000013523,23357
610,Cyp46a1,ENSMUSG00000021259,13116,CYP46A1,ENSG00000036530,10858
611,Slc25a29,ENSMUSG00000021265,214663,SLC25A29,ENSG00000197119,123096
612,Wars,ENSMUSG00000021266,<NA>,WARS1,ENSG00000140105,7453
613,Fdft1,ENSMUSG00000021273,14137,FDFT1,ENSG00000079459,2222
614,Sfrp4,ENSMUSG00000021319,20379,SFRP4,ENSG00000106483,6424
615,Aoah,ENSMUSG00000021322,27052,AOAH,ENSG00000136250,313
616,Trim27,ENSMUSG00000021326,19720,TRIM27,ENSG00000204713,5987
617,Slc17a1,ENSMUSG00000021335,20504,SLC17A1,ENSG00000124568,6568
618,Slc17a4,ENSMUSG00000021336,319848,SLC17A4,ENSG00000146039,10050
619,Carmil1,ENSMUSG00000021338,68732,CARMIL1,ENSG00000079691,55604
620,Mrs2,ENSMUSG00000021339,380836,MRS2,ENSG00000124532,57380
621,Prl,ENSMUSG00000021342,19109,PRL,ENSG00000172179,5617
622,Prl7b1,ENSMUSG00000021347,75596,PRL,ENSG00000172179,5617
623,Irf4,ENSMUSG00000021356,16364,IRF4,ENSG00000137265,3662
624,Tfap2a,ENSMUSG00000021359,21418,TFAP2A,ENSG00000137203,7020
625,Nedd9,ENSMUSG00000021365,18003,NEDD9,ENSG00000111859,4739
626,Hivep1,ENSMUSG00000021366,110521,HIVEP1,ENSG00000095951,3096
627,Tbc1d7,ENSMUSG00000021368,67046,TBC1D7,ENSG00000145979,51256
628,Tbc1d7,ENSMUSG00000021368,67046,TBC1D7,ENSG00000145979,107080638
629,Kif13a,ENSMUSG00000021375,16553,KIF13A,ENSG00000137177,63971
630,Tpmt,ENSMUSG00000021376,22017,TPMT,ENSG00000137364,7172
631,Dek,ENSMUSG00000021377,110052,DEK,ENSG00000124795,7913
632,Id4,ENSMUSG00000021379,15904,ID4,ENSG00000172201,3400
633,Serpinb9c,ENSMUSG00000021404,20707,SERPINB9,ENSG00000170542,5272
634,Snrnp48,ENSMUSG00000021431,67797,SNRNP48,ENSG00000168566,154007
635,Slc35b3,ENSMUSG00000021432,108652,SLC35B3,ENSG00000124786,51000
636,Ddx46,ENSMUSG00000021500,212880,DDX46,ENSG00000145833,9879
637,Caml,ENSMUSG00000021501,12328,CAMLG,ENSG00000164615,819
638,Cxcl14,ENSMUSG00000021508,57266,CXCL14,ENSG00000145824,9547
639,Ptdss1,ENSMUSG00000021518,19210,PTDSS1,ENSG00000156471,9791
640,Lect2,ENSMUSG00000021539,16841,LECT2,ENSG00000145826,3950
641,Smad5,ENSMUSG00000021540,17129,SMAD5,ENSG00000113658,4090
642,Trpc7,ENSMUSG00000021541,26946,TRPC7,ENSG00000069018,57113
643,Slc6a19,ENSMUSG00000021565,74338,SLC6A19,ENSG00000174358,340024
644,Trip13,ENSMUSG00000021569,69716,TRIP13,ENSG00000071539,9319
645,Ahrr,ENSMUSG00000021575,11624,AHRR,ENSG00000063438,57491
646,Pdcd6,ENSMUSG00000021576,18570,PDCD6,ENSG00000249915,10016
647,Lrrc14b,ENSMUSG00000021579,432779,LRRC14B,ENSG00000185028,389257
648,Pcsk1,ENSMUSG00000021587,18548,PCSK1,ENSG00000175426,5122
649,Slf1,ENSMUSG00000021597,105377,SLF1,ENSG00000133302,84250
650,Acot12,ENSMUSG00000021620,74156,ACOT12,ENSG00000172497,134526
651,Slc30a5,ENSMUSG00000021629,69048,SLC30A5,ENSG00000145740,64924
652,Mccc2,ENSMUSG00000021646,78038,MCCC2,ENSG00000131844,64087
653,Ptcd2,ENSMUSG00000021650,68927,PTCD2,ENSG00000049883,79810
654,Btf3,ENSMUSG00000021660,218490,BTF3,ENSG00000145741,689
655,Ankra2,ENSMUSG00000021661,68558,ANKRA2,ENSG00000164331,57763
656,Scamp1,ENSMUSG00000021687,107767,SCAMP1,ENSG00000085365,9522
657,Dhfr,ENSMUSG00000021707,13361,DHFR,ENSG00000228716,1719
658,Dhfr,ENSMUSG00000021707,13361,DHFR2,ENSG00000178700,200895
659,Rasgrf2,ENSMUSG00000021708,19418,RASGRF2,ENSG00000113319,5924
660,Hcn1,ENSMUSG00000021730,15165,HCN1,ENSG00000164588,348980
661,Mrps30,ENSMUSG00000021731,59054,MRPS30,ENSG00000112996,10884
662,Fezf2,ENSMUSG00000021743,54713,FEZF2,ENSG00000153266,55079
663,Vdac2,ENSMUSG00000021771,22334,VDAC2,ENSG00000165637,7417
664,Sftpa1,ENSMUSG00000021789,20387,SFTPA2,ENSG00000185303,729238
665,Sftpa1,ENSMUSG00000021789,20387,SFTPA1,ENSG00000122852,653509
666,Glud1,ENSMUSG00000021794,14661,GLUD1,ENSG00000148672,2746
667,Glud1,ENSMUSG00000021794,14661,GLUD2,ENSG00000182890,2747
668,Bmpr1a,ENSMUSG00000021796,12166,BMPR1A,ENSG00000107779,657
669,Ldb3,ENSMUSG00000021798,24131,LDB3,ENSG00000122367,11155
670,Opn4,ENSMUSG00000021799,30044,OPN4,ENSG00000122375,94233
671,Nudt13,ENSMUSG00000021809,67725,NUDT13,ENSG00000166321,25961
672,Plau,ENSMUSG00000021822,18792,PLAU,ENSG00000122861,5328
673,Vcl,ENSMUSG00000021823,22330,VCL,ENSG00000035403,7414
674,Ap3m1,ENSMUSG00000021824,55946,AP3M1,ENSG00000185009,26985
675,Ppif,ENSMUSG00000021868,105675,PPIF,ENSG00000108179,10105
676,Spryd7,ENSMUSG00000021930,66674,SPRYD7,ENSG00000123178,57213
677,Rnaseh2b,ENSMUSG00000021932,67153,RNASEH2B,ENSG00000136104,79621
678,Pspc1,ENSMUSG00000021938,66645,PSPC1,ENSG00000121390,55269
679,Ctsb,ENSMUSG00000021939,13030,CTSB,ENSG00000164733,1508
680,Ptpn20,ENSMUSG00000021940,19256,PTPN20,ENSG00000204179,26095
