human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,human_entrez,mouse_entrez
ADCYAP1,Adcyap1,ENSG00000141433,ENSMUSG00000024256,116,11516
ADCYAP1R1,Adcyap1r1,ENSG00000078549,ENSMUSG00000029778,117,11517
ADD1,Add1,ENSG00000087274,ENSMUSG00000029106,118,11518
ADD2,Add2,ENSG00000075340,ENSMUSG00000030000,119,11519
ADD3,Add3,ENSG00000148700,ENSMUSG00000025026,120,27360
ADGB,Adgb,ENSG00000118492,ENSMUSG00000050994,79747,215772
ADGRA1,Adgra1,ENSG00000197177,ENSMUSG00000025475,84435,52389
ADGRA2,Adgra2,ENSG00000020181,ENSMUSG00000031486,25960,78560
ADGRA3,Adgra3,ENSG00000152990,ENSMUSG00000029090,166647,70693
ADGRB1,Adgrb1,ENSG00000181790,ENSMUSG00000034730,575,107831
ADGRB2,Adgrb2,ENSG00000121753,ENSMUSG00000028782,576,230775
ADGRB3,Adgrb3,ENSG00000135298,ENSMUSG00000033569,577,210933
ADGRD1,Adgrd1,ENSG00000111452,ENSMUSG00000044017,283383,243277
ADGRE1,Adgre1,ENSG00000174837,ENSMUSG00000004730,2015,13733
ADGRE5,Adgre5,ENSG00000123146,ENSMUSG00000002885,976,26364
ADGRF1,Adgrf1,ENSG00000153292,ENSMUSG00000041293,266977,77596
ADGRF3,Adgrf3,ENSG00000173567,ENSMUSG00000067642,165082,381628
ADGRF4,Adgrf4,ENSG00000153294,ENSMUSG00000023918,221393,78249
ADGRF5,Adgrf5,ENSG00000069122,ENSMUSG00000056492,221395,224792
ADGRG1,Adgrg1,ENSG00000205336,ENSMUSG00000031785,9289,14766
ADGRG2,Adgrg2,ENSG00000173698,ENSMUSG00000031298,10149,237175
ADGRG3,Adgrg3,ENSG00000182885,ENSMUSG00000060470,222487,54672
ADGRG4,Adgrg4,ENSG00000156920,ENSMUSG00000053852,139378,236798
ADGRG5,Adgrg5,ENSG00000159618,ENSMUSG00000061577,221188,382045
ADGRG6,Adgrg6,ENSG00000112414,ENSMUSG00000039116,57211,215798
ADGRG7,Adgrg7,ENSG00000144820,ENSMUSG00000022755,84873,239853
ADGRL1,Adgrl1,ENSG00000072071,ENSMUSG00000013033,22859,330814
ADGRL1,Adgrl1,ENSG00000288324,ENSMUSG00000013033,22859,330814
ADGRL2,Adgrl2,ENSG00000117114,ENSMUSG00000028184,23266,99633
ADGRL3,Adgrl3,ENSG00000150471,ENSMUSG00000037605,23284,319387
ADGRL4,Adgrl4,ENSG00000162618,ENSMUSG00000039167,64123,170757
ADGRV1,Adgrv1,ENSG00000164199,ENSMUSG00000069170,84059,110789
ADH1A,Adh1,ENSG00000187758,ENSMUSG00000074207,124,11522
ADH1B,Adh1,ENSG00000196616,ENSMUSG00000074207,125,11522
ADH1C,Adh1,ENSG00000248144,ENSMUSG00000074207,126,11522
ADH4,Adh4,ENSG00000198099,ENSMUSG00000037797,127,26876
ADH5,Adh5,ENSG00000197894,ENSMUSG00000028138,128,11532
ADH6,Adh6b,ENSG00000172955,ENSMUSG00000074206,130,100417514
ADH7,Adh7,ENSG00000196344,ENSMUSG00000055301,131,11529
ADHFE1,Adhfe1,ENSG00000147576,ENSMUSG00000025911,137872,76187
ADI1,Adi1,ENSG00000280830,ENSMUSG00000020629,55256,104923
ADI1,Adi1,ENSG00000182551,ENSMUSG00000020629,55256,104923
ADIG,Adig,ENSG00000182035,ENSMUSG00000044405,149685,246747
ADIPOQ,Adipoq,ENSG00000181092,ENSMUSG00000022878,9370,11450
ADIPOR1,Adipor1,ENSG00000159346,ENSMUSG00000026457,51094,72674
ADIPOR2,Adipor2,ENSG00000006831,ENSMUSG00000030168,79602,68465
ADIPOR2,Adipor2,ENSG00000285070,ENSMUSG00000030168,79602,68465
ADK,Adk,ENSG00000156110,ENSMUSG00000039197,132,11534
ADM,Adm,ENSG00000148926,ENSMUSG00000030790,133,11535
ADM2,Adm2,ENSG00000128165,ENSMUSG00000054136,79924,223780
ADNP,Adnp,ENSG00000101126,ENSMUSG00000051149,23394,11538
ADNP2,Adnp2,ENSG00000101544,ENSMUSG00000053950,22850,240442
ADO,Ado,ENSG00000181915,ENSMUSG00000057134,84890,211488
ADORA1,Adora1,ENSG00000163485,ENSMUSG00000042429,134,11539
ADORA2A,Adora2a,ENSG00000128271,ENSMUSG00000020178,135,11540
ADORA2B,Adora2b,ENSG00000170425,ENSMUSG00000018500,136,11541
ADORA3,Adora3,ENSG00000282608,ENSMUSG00000000562,140,69296
ADORA3,Adora3,ENSG00000282608,ENSMUSG00000000562,140,11542
ADPGK,Adpgk,ENSG00000159322,ENSMUSG00000025236,83440,72141
ADPRH,Adprh,ENSG00000144843,ENSMUSG00000002844,141,11544
ADPRHL1,Adprhl1,ENSG00000153531,ENSMUSG00000031448,113622,234072
ADPRM,Adprm,ENSG00000170222,ENSMUSG00000020910,56985,66358
ADPRS,Adprs,ENSG00000116863,ENSMUSG00000042558,54936,100206
ADRA1A,Adra1a,ENSG00000120907,ENSMUSG00000045875,148,11549
ADRA1B,Adra1b,ENSG00000170214,ENSMUSG00000050541,147,11548
ADRA1D,Adra1d,ENSG00000171873,ENSMUSG00000027335,146,11550
ADRA2A,Adra2a,ENSG00000150594,ENSMUSG00000033717,150,11551
ADRA2B,Adra2b,ENSG00000274286,ENSMUSG00000058620,151,11552
ADRA2C,Adra2c,ENSG00000184160,ENSMUSG00000045318,152,11553
ADRB1,Adrb1,ENSG00000043591,ENSMUSG00000035283,153,11554
ADRB2,Adrb2,ENSG00000169252,ENSMUSG00000045730,154,11555
ADRB3,Adrb3,ENSG00000188778,ENSMUSG00000031489,155,11556
ADRM1,Gm9774,ENSG00000130706,ENSMUSG00000042165,11047,-1
ADRM1,Adrm1,ENSG00000130706,ENSMUSG00000039041,11047,56436
ADSL,Adsl,ENSG00000239900,ENSMUSG00000022407,158,11564
ADSS1,Adssl1,ENSG00000185100,ENSMUSG00000011148,122622,11565
ADSS2,Adss,ENSG00000035687,ENSMUSG00000015961,159,11566
ADTRP,Adtrp,ENSG00000111863,ENSMUSG00000058022,84830,109254
AEBP1,Aebp1,ENSG00000106624,ENSMUSG00000020473,165,11568
AEBP2,Aebp2,ENSG00000139154,ENSMUSG00000030232,121536,11569
AEN,Aen,ENSG00000181026,ENSMUSG00000030609,64782,68048
AFAP1,Afap1,ENSG00000196526,ENSMUSG00000029094,60312,70292
AFAP1L1,Afap1l1,ENSG00000157510,ENSMUSG00000033032,134265,106877
AFAP1L2,Afap1l2,ENSG00000169129,ENSMUSG00000025083,84632,226250
AFDN,Afdn,ENSG00000130396,ENSMUSG00000068036,4301,17356
AFF1,Aff1,ENSG00000172493,ENSMUSG00000029313,4299,17355
AFF2,Aff2,ENSG00000155966,ENSMUSG00000031189,2334,14266
AFF3,Aff3,ENSG00000144218,ENSMUSG00000037138,3899,16764
AFF4,Aff4,ENSG00000072364,ENSMUSG00000049470,27125,93736
AFG1L,Afg1l,ENSG00000135537,ENSMUSG00000038302,246269,215951
AFG3L2,Afg3l2,ENSG00000141385,ENSMUSG00000024527,10939,69597
AFM,Afm,ENSG00000079557,ENSMUSG00000029369,173,280662
AFMID,Afmid,ENSG00000183077,ENSMUSG00000017718,125061,71562
AFP,Afp,ENSG00000081051,ENSMUSG00000054932,174,11576
AFTPH,Aftph,ENSG00000119844,ENSMUSG00000049659,54812,216549
AGA,Aga,ENSG00000038002,ENSMUSG00000031521,175,11593
AGAP1,Agap1,ENSG00000157985,ENSMUSG00000055013,116987,347722
AGAP2,Agap2,ENSG00000135439,ENSMUSG00000025422,116986,216439
AGAP3,Agap3,ENSG00000133612,ENSMUSG00000023353,116988,213990
AGBL1,Agbl1,ENSG00000273540,ENSMUSG00000025754,123624,244071
AGBL2,Agbl2,ENSG00000285501,ENSMUSG00000040812,79841,271813
AGBL2,Agbl2,ENSG00000165923,ENSMUSG00000040812,79841,271813
AGBL3,Agbl3,ENSG00000146856,ENSMUSG00000038836,340351,76223
AGBL4,Agbl4,ENSG00000186094,ENSMUSG00000061298,84871,78933
AGBL5,Agbl5,ENSG00000084693,ENSMUSG00000029165,60509,231093
AGER,Ager,ENSG00000234729,ENSMUSG00000015452,177,11596
AGER,Ager,ENSG00000237405,ENSMUSG00000015452,177,11596
AGER,Ager,ENSG00000231268,ENSMUSG00000015452,177,11596
AGER,Ager,ENSG00000206320,ENSMUSG00000015452,177,11596
AGER,Ager,ENSG00000229058,ENSMUSG00000015452,177,11596
AGER,Ager,ENSG00000230514,ENSMUSG00000015452,177,11596
AGER,Ager,ENSG00000204305,ENSMUSG00000015452,177,11596
AGFG1,Agfg1,ENSG00000173744,ENSMUSG00000026159,3267,15463
AGFG2,Agfg2,ENSG00000106351,ENSMUSG00000029722,3268,231801
AGGF1,Aggf1,ENSG00000164252,ENSMUSG00000021681,55109,66549
AGK,Agk,ENSG00000262327,ENSMUSG00000029916,55750,69923
AGK,Agk,ENSG00000006530,ENSMUSG00000029916,55750,69923
AGL,Agl,ENSG00000162688,ENSMUSG00000033400,178,77559
AGMAT,Agmat,ENSG00000116771,ENSMUSG00000040706,79814,75986
AGMO,Agmo,ENSG00000187546,ENSMUSG00000050103,392636,319660
AGO1,Ago1,ENSG00000092847,ENSMUSG00000041530,26523,236511
AGO2,Ago2,ENSG00000123908,ENSMUSG00000036698,27161,239528
AGO3,Ago3,ENSG00000126070,ENSMUSG00000028842,192669,214150
AGO4,Ago4,ENSG00000134698,ENSMUSG00000042500,192670,76850
AGPAT1,Agpat1,ENSG00000206324,ENSMUSG00000034254,10554,55979
AGPAT1,Agpat1,ENSG00000204310,ENSMUSG00000034254,10554,55979
AGPAT1,Agpat1,ENSG00000236873,ENSMUSG00000034254,10554,55979
AGPAT1,Agpat1,ENSG00000227642,ENSMUSG00000034254,10554,55979
AGPAT1,Agpat1,ENSG00000226467,ENSMUSG00000034254,10554,55979
AGPAT1,Agpat1,ENSG00000228892,ENSMUSG00000034254,10554,55979
AGPAT1,Agpat1,ENSG00000235758,ENSMUSG00000034254,10554,55979
AGPAT2,Agpat2,ENSG00000169692,ENSMUSG00000026922,10555,67512
AGPAT3,Agpat3,ENSG00000160216,ENSMUSG00000001211,56894,28169
AGPAT4,Agpat4,ENSG00000026652,ENSMUSG00000023827,56895,68262
AGPAT5,Agpat5,ENSG00000284980,ENSMUSG00000031467,55326,52123
AGPAT5,Agpat5,ENSG00000155189,ENSMUSG00000031467,55326,52123
AGPS,Agps,ENSG00000018510,ENSMUSG00000042410,8540,228061
AGR2,Agr2,ENSG00000106541,ENSMUSG00000020581,10551,23795
AGR3,Agr3,ENSG00000173467,ENSMUSG00000036231,155465,403205
AGRN,Agrn,ENSG00000188157,ENSMUSG00000041936,375790,11603
AGRP,Agrp,ENSG00000159723,ENSMUSG00000005705,181,11604
AGT,Agt,ENSG00000135744,ENSMUSG00000031980,183,11606
AGTPBP1,Agtpbp1,ENSG00000135049,ENSMUSG00000021557,23287,319469
AGTPBP1,Agtpbp1,ENSG00000135049,ENSMUSG00000021557,23287,67269
AGTR1,Agtr1a,ENSG00000144891,ENSMUSG00000049115,185,11607
AGTR1,Agtr1b,ENSG00000144891,ENSMUSG00000054988,185,11608
AGTR2,Agtr2,ENSG00000180772,ENSMUSG00000068122,186,11609
AGTRAP,Agtrap,ENSG00000177674,ENSMUSG00000029007,57085,11610
AGXT,Agxt,ENSG00000172482,ENSMUSG00000026272,189,11611
AGXT2,Agxt2,ENSG00000113492,ENSMUSG00000089678,64902,268782
AHCTF1,Ahctf1,ENSG00000153207,ENSMUSG00000026491,25909,226747
AHCY,Ahcy,ENSG00000101444,ENSMUSG00000027597,191,269378
AHCY,Gm4737,ENSG00000101444,ENSMUSG00000048087,191,11615
AHCYL1,Ahcyl1,ENSG00000168710,ENSMUSG00000027893,10768,229709
AHCYL2,Ahcyl2,ENSG00000158467,ENSMUSG00000029772,23382,74340
AHDC1,Ahdc1,ENSG00000126705,ENSMUSG00000037692,27245,230793
AHI1,Ahi1,ENSG00000135541,ENSMUSG00000019986,54806,52906
AHNAK,Ahnak,ENSG00000124942,ENSMUSG00000069833,79026,66395
AHNAK2,Ahnak2,ENSG00000185567,ENSMUSG00000118667,113146,100041194
AHR,Ahr,ENSG00000106546,ENSMUSG00000019256,196,11622
AHRR,Ahrr,ENSG00000063438,ENSMUSG00000021575,57491,11624
AHSA1,Ahsa1,ENSG00000100591,ENSMUSG00000021037,10598,217737
AHSG,Ahsg,ENSG00000145192,ENSMUSG00000022868,197,11625
AICDA,Aicda,ENSG00000111732,ENSMUSG00000040627,57379,11628
AIDA,Aida,ENSG00000186063,ENSMUSG00000042901,64853,108909
AIF1,Aif1,ENSG00000235985,ENSMUSG00000024397,199,11629
AIF1,Aif1,ENSG00000237727,ENSMUSG00000024397,199,11629
AIF1,Aif1,ENSG00000234836,ENSMUSG00000024397,199,11629
AIF1,Aif1,ENSG00000206428,ENSMUSG00000024397,199,11629
AIF1,Aif1,ENSG00000204472,ENSMUSG00000024397,199,11629
AIF1,Aif1,ENSG00000235588,ENSMUSG00000024397,199,11629
AIF1L,Aif1l,ENSG00000126878,ENSMUSG00000001864,83543,108897
AIFM1,Aifm1,ENSG00000156709,ENSMUSG00000036932,9131,26926
AIFM2,Aifm2,ENSG00000042286,ENSMUSG00000020085,84883,71361
AIFM3,Aifm3,ENSG00000183773,ENSMUSG00000022763,150209,72168
AIG1,Aig1,ENSG00000146416,ENSMUSG00000019806,51390,66253
AIM2,Aim2,ENSG00000163568,ENSMUSG00000037860,9447,383619
AIMP1,Aimp1,ENSG00000164022,ENSMUSG00000028029,9255,13722
AIMP2,Aimp2,ENSG00000106305,ENSMUSG00000029610,7965,231872
AIP,Aip,ENSG00000110711,ENSMUSG00000024847,9049,11632
AIPL1,Aipl1,ENSG00000129221,ENSMUSG00000040554,23746,114230
AIRE,Aire,ENSG00000160224,ENSMUSG00000000731,326,11634
AJAP1,Ajap1,ENSG00000196581,ENSMUSG00000039546,55966,230959
AJM1,Ajm1,ENSG00000232434,ENSMUSG00000029419,389813,381353
AJUBA,Ajuba,ENSG00000129474,ENSMUSG00000022178,84962,16475
AK1,Ak1,ENSG00000106992,ENSMUSG00000026817,203,11636
AK2,Ak2,ENSG00000004455,ENSMUSG00000028792,204,11637
AK3,Ak3,ENSG00000147853,ENSMUSG00000024782,50808,56248
AK4,Ak4,ENSG00000162433,ENSMUSG00000028527,205,11639
AK5,Ak5,ENSG00000154027,ENSMUSG00000039058,26289,229949
AK7,Ak7,ENSG00000140057,ENSMUSG00000041323,122481,78801
AK8,Ak8,ENSG00000165695,ENSMUSG00000026807,158067,68870
AK9,Ak9,ENSG00000155085,ENSMUSG00000091415,221264,633979
AKAIN1,Akain1,ENSG00000231824,ENSMUSG00000091636,642597,320722
AKAP1,Akap1,ENSG00000121057,ENSMUSG00000018428,8165,11640
AKAP10,Akap10,ENSG00000108599,ENSMUSG00000047804,11216,56697
AKAP11,Akap11,ENSG00000023516,ENSMUSG00000022016,11215,219181
AKAP12,Akap12,ENSG00000131016,ENSMUSG00000038587,9590,83397
AKAP13,Akap13,ENSG00000170776,ENSMUSG00000066406,11214,75547
AKAP14,Akap14,ENSG00000186471,ENSMUSG00000036551,158798,434756
AKAP3,Akap3,ENSG00000111254,ENSMUSG00000030344,10566,11642
AKAP4,Akap4,ENSG00000147081,ENSMUSG00000050089,8852,11643
AKAP5,Akap5,ENSG00000179841,ENSMUSG00000021057,9495,238276
AKAP6,Akap6,ENSG00000151320,ENSMUSG00000061603,9472,238161
AKAP7,Akap7,ENSG00000118507,ENSMUSG00000039166,9465,432442
AKAP8,Akap8,ENSG00000105127,ENSMUSG00000024045,10270,56399
AKAP8L,Akap8l,ENSG00000011243,ENSMUSG00000002625,26993,54194
AKAP9,Akap9,ENSG00000127914,ENSMUSG00000040407,10142,100986
AKIP1,Akip1,ENSG00000166452,ENSMUSG00000031023,56672,57373
AKIRIN1,Akirin1,ENSG00000174574,ENSMUSG00000023075,79647,68050
AKIRIN2,Akirin2,ENSG00000135334,ENSMUSG00000028291,55122,433693
AKNA,Akna,ENSG00000106948,ENSMUSG00000039158,80709,100182
AKNAD1,Aknad1,ENSG00000162641,ENSMUSG00000049565,254268,329738
AKR1A1,Akr1a1,ENSG00000117448,ENSMUSG00000028692,10327,58810
AKR1B1,Akr1b3,ENSG00000085662,ENSMUSG00000001642,231,11677
AKR1B10,Akr1b10,ENSG00000198074,ENSMUSG00000061758,57016,67861
AKR1B10,Akr1b8,ENSG00000198074,ENSMUSG00000029762,57016,14187
AKR1B10,Akr1b7,ENSG00000198074,ENSMUSG00000052131,57016,11997
AKR1D1,Akr1d1,ENSG00000122787,ENSMUSG00000038641,6718,208665
AKR1E2,Akr1e1,ENSG00000165568,ENSMUSG00000045410,83592,56043
AKT1,Akt1,ENSG00000142208,ENSMUSG00000001729,207,11651
AKT1S1,Akt1s1,ENSG00000204673,ENSMUSG00000011096,84335,67605
AKT2,Akt2,ENSG00000105221,ENSMUSG00000004056,208,11652
AKT3,Akt3,ENSG00000117020,ENSMUSG00000019699,10000,23797
AKT3,Akt3,ENSG00000275199,ENSMUSG00000019699,10000,23797
AKTIP,Aktip,ENSG00000166971,ENSMUSG00000031667,64400,14339
ALAD,Alad,ENSG00000148218,ENSMUSG00000028393,210,17025
ALAS1,Alas1,ENSG00000023330,ENSMUSG00000032786,211,11655
ALAS2,Alas2,ENSG00000158578,ENSMUSG00000025270,212,11656
ALB,Alb,ENSG00000163631,ENSMUSG00000029368,213,11657
ALCAM,Alcam,ENSG00000170017,ENSMUSG00000022636,214,11658
ALDH16A1,Aldh16a1,ENSG00000161618,ENSMUSG00000007833,126133,69748
ALDH18A1,Aldh18a1,ENSG00000059573,ENSMUSG00000025007,5832,56454
ALDH1A1,Aldh1a1,ENSG00000165092,ENSMUSG00000053279,216,320092
ALDH1A1,Aldh1a7,ENSG00000165092,ENSMUSG00000024747,216,26358
ALDH1A1,Aldh1a1,ENSG00000165092,ENSMUSG00000053279,216,11668
ALDH1A2,Aldh1a2,ENSG00000128918,ENSMUSG00000013584,8854,19378
ALDH1A3,Aldh1a3,ENSG00000184254,ENSMUSG00000015134,220,56847
ALDH1B1,Aldh1b1,ENSG00000137124,ENSMUSG00000035561,219,72535
ALDH1L1,Aldh1l1,ENSG00000144908,ENSMUSG00000030088,10840,107747
ALDH1L2,Aldh1l2,ENSG00000136010,ENSMUSG00000020256,160428,216188
ALDH2,Aldh2,ENSG00000111275,ENSMUSG00000029455,217,11669
ALDH3A1,Aldh3a1,ENSG00000108602,ENSMUSG00000019102,218,11670
ALDH3A2,Aldh3a2,ENSG00000072210,ENSMUSG00000010025,224,11671
ALDH3B1,Aldh3b1,ENSG00000006534,ENSMUSG00000024885,221,67689
ALDH3B2,Aldh3b3,ENSG00000132746,ENSMUSG00000037263,222,73458
ALDH3B2,Aldh3b2,ENSG00000132746,ENSMUSG00000075296,222,621603
ALDH4A1,Aldh4a1,ENSG00000159423,ENSMUSG00000028737,8659,212647
ALDH5A1,Aldh5a1,ENSG00000112294,ENSMUSG00000035936,7915,214579
ALDH6A1,Aldh6a1,ENSG00000119711,ENSMUSG00000021238,4329,104776
ALDH7A1,Aldh7a1,ENSG00000164904,ENSMUSG00000053644,501,110695
ALDH8A1,Aldh8a1,ENSG00000118514,ENSMUSG00000037542,64577,237320
ALDH9A1,Aldh9a1,ENSG00000143149,ENSMUSG00000026687,223,56752
ALDOA,Aldoa,ENSG00000149925,ENSMUSG00000114515,226,-1
ALDOA,Aldoart2,ENSG00000149925,ENSMUSG00000063129,226,79459
ALDOA,Aldoa,ENSG00000149925,ENSMUSG00000030695,226,11674
ALDOA,Aldoart1,ENSG00000149925,ENSMUSG00000059343,226,353204
ALDOB,Aldob,ENSG00000136872,ENSMUSG00000028307,229,230163
ALDOC,Aldoc,ENSG00000109107,ENSMUSG00000017390,230,11676
ALG1,Alg1,ENSG00000033011,ENSMUSG00000039427,56052,208211
ALG10,Alg10b,ENSG00000139133,ENSMUSG00000075470,84920,380959
ALG10B,Alg10b,ENSG00000175548,ENSMUSG00000075470,144245,380959
ALG11,Alg11,ENSG00000253710,ENSMUSG00000063362,440138,207958
ALG12,Alg12,ENSG00000182858,ENSMUSG00000035845,79087,223774
ALG13,Alg13,ENSG00000101901,ENSMUSG00000041718,79868,67574
ALG14,Alg14,ENSG00000172339,ENSMUSG00000039887,199857,66789
ALG1L2,Alg1,ENSG00000251287,ENSMUSG00000039427,644974,208211
ALG2,Alg2,ENSG00000119523,ENSMUSG00000039740,85365,56737
ALG3,Alg3,ENSG00000214160,ENSMUSG00000033809,10195,208624
ALG5,Alg5,ENSG00000120697,ENSMUSG00000036632,29880,66248
ALG6,Alg6,ENSG00000088035,ENSMUSG00000073792,29929,320438
ALG8,Alg8,ENSG00000159063,ENSMUSG00000035704,79053,381903
ALG9,Alg9,ENSG00000086848,ENSMUSG00000032059,79796,102580
ALK,Alk,ENSG00000171094,ENSMUSG00000055471,238,11682
ALKAL1,Alkal1,ENSG00000196711,ENSMUSG00000087247,389658,620393
ALKAL2,Alkal2,ENSG00000189292,ENSMUSG00000054204,285016,100294583
ALKBH1,Alkbh1,ENSG00000100601,ENSMUSG00000079036,8846,211064
ALKBH1,Alkbh1,ENSG00000100601,ENSMUSG00000079036,8846,654309
ALKBH2,Alkbh2,ENSG00000189046,ENSMUSG00000044339,121642,231642
ALKBH3,Alkbh3,ENSG00000166199,ENSMUSG00000040174,221120,69113
ALKBH3,Gm27027,ENSG00000166199,ENSMUSG00000098004,221120,-1
ALKBH4,Alkbh4,ENSG00000160993,ENSMUSG00000039754,54784,72041
ALKBH5,Alkbh5,ENSG00000091542,ENSMUSG00000042650,54890,268420
ALKBH6,Alkbh6,ENSG00000239382,ENSMUSG00000042831,84964,233065
ALKBH7,Alkbh7,ENSG00000125652,ENSMUSG00000002661,84266,66400
ALKBH8,Alkbh8,ENSG00000137760,ENSMUSG00000025899,91801,67667
ALLC,Allc,ENSG00000151360,ENSMUSG00000020636,55821,94041
ALMS1,Alms1,ENSG00000116127,ENSMUSG00000063810,7840,236266
ALOX12,Alox12,ENSG00000108839,ENSMUSG00000000320,239,11684
ALOX12B,Alox12b,ENSG00000179477,ENSMUSG00000032807,242,11686
ALOX15,Alox15,ENSG00000161905,ENSMUSG00000018924,246,11687
ALOX15B,Alox8,ENSG00000179593,ENSMUSG00000020891,247,11688
ALOX5,Alox5,ENSG00000012779,ENSMUSG00000025701,240,11689
ALOX5,Alox5,ENSG00000275565,ENSMUSG00000025701,240,11689
ALOX5AP,Alox5ap,ENSG00000132965,ENSMUSG00000060063,241,11690
ALOXE3,Aloxe3,ENSG00000179148,ENSMUSG00000020892,59344,23801
ALPG,Alppl2,ENSG00000163286,ENSMUSG00000026246,251,11650
ALPG,Akp3,ENSG00000163286,ENSMUSG00000036500,251,11648
ALPG,Alpi,ENSG00000163286,ENSMUSG00000079440,251,76768
ALPI,Alpi,ENSG00000163295,ENSMUSG00000079440,248,76768
ALPI,Akp3,ENSG00000163295,ENSMUSG00000036500,248,11648
ALPI,Alppl2,ENSG00000163295,ENSMUSG00000026246,248,11650
ALPK1,Alpk1,ENSG00000073331,ENSMUSG00000028028,80216,71481
ALPK2,Alpk2,ENSG00000198796,ENSMUSG00000032845,115701,225638
ALPK3,Alpk3,ENSG00000136383,ENSMUSG00000038763,57538,116904
ALPL,Alpl,ENSG00000162551,ENSMUSG00000028766,249,11647
ALPP,Akp3,ENSG00000163283,ENSMUSG00000036500,250,11648
ALPP,Alpi,ENSG00000163283,ENSMUSG00000079440,250,76768
ALPP,Alppl2,ENSG00000163283,ENSMUSG00000026246,250,11650
ALS2,Als2,ENSG00000003393,ENSMUSG00000026024,57679,74018
ALS2CL,Als2cl,ENSG00000178038,ENSMUSG00000044037,259173,235633
ALX1,Alx1,ENSG00000180318,ENSMUSG00000036602,8092,216285
ALX3,Alx3,ENSG00000156150,ENSMUSG00000014603,257,11694
ALX4,Alx4,ENSG00000052850,ENSMUSG00000040310,60529,11695
ALYREF,Alyref2,ENSG00000183684,ENSMUSG00000060244,10189,56009
ALYREF,Gm21312,ENSG00000183684,ENSMUSG00000094144,10189,100861901
ALYREF,Gm4302,ENSG00000183684,ENSMUSG00000091101,10189,100043227
ALYREF,Gm21304,ENSG00000183684,ENSMUSG00000097550,10189,100861891
ALYREF,Alyref,ENSG00000183684,ENSMUSG00000025134,10189,21681
ALYREF,4931428L18Rik,ENSG00000183684,ENSMUSG00000086727,10189,70988
ALYREF,Gm4303,ENSG00000183684,ENSMUSG00000112931,10189,100043231
ALYREF,Gm6763,ENSG00000183684,ENSMUSG00000097427,10189,627488
ALYREF,Gm4301,ENSG00000183684,ENSMUSG00000094314,10189,100043224
ALYREF,Gm4307,ENSG00000183684,ENSMUSG00000096744,10189,100043239
ALYREF,Gm4305,ENSG00000183684,ENSMUSG00000112856,10189,100043235
ALYREF,Gm4312,ENSG00000183684,ENSMUSG00000096640,10189,100043247
ALYREF,Gm5698,ENSG00000183684,ENSMUSG00000117091,10189,-1
ALYREF,Gm8764,ENSG00000183684,ENSMUSG00000097878,10189,667692
ALYREF,Gm4340,ENSG00000183684,ENSMUSG00000090854,10189,100043292
ALYREF,4931428L18Rik,ENSG00000183684,ENSMUSG00000086727,10189,102634473
ALYREF,Gm21293,ENSG00000183684,ENSMUSG00000091779,10189,100861880
ALYREF,Gm20765,ENSG00000183684,ENSMUSG00000095022,10189,637578
AMACR,Amacr,ENSG00000242110,ENSMUSG00000022244,23600,17117
AMBN,Ambn,ENSG00000178522,ENSMUSG00000029288,258,11698
AMBP,Ambp,ENSG00000106927,ENSMUSG00000028356,259,11699
AMBRA1,Ambra1,ENSG00000110497,ENSMUSG00000040506,55626,228361
AMD1,Amd1,ENSG00000123505,ENSMUSG00000075232,262,11702
AMD1,Amd2,ENSG00000123505,ENSMUSG00000063953,262,100041585
AMDHD1,Amdhd1,ENSG00000139344,ENSMUSG00000015890,144193,71761
AMDHD2,Amdhd2,ENSG00000162066,ENSMUSG00000036820,51005,245847
AMELX,Amelx,ENSG00000125363,ENSMUSG00000031354,265,11704
AMER1,Amer1,ENSG00000184675,ENSMUSG00000050332,139285,72345
AMER2,Amer2,ENSG00000165566,ENSMUSG00000021986,219287,72125
AMER3,Amer3,ENSG00000178171,ENSMUSG00000045174,205147,211383
AMFR,Amfr,ENSG00000159461,ENSMUSG00000031751,267,23802
AMH,Amh,ENSG00000104899,ENSMUSG00000035262,268,11705
AMHR2,Amhr2,ENSG00000135409,ENSMUSG00000023047,269,110542
AMIGO1,Amigo1,ENSG00000181754,ENSMUSG00000050947,57463,229715
AMIGO2,Amigo2,ENSG00000139211,ENSMUSG00000048218,347902,105827
AMIGO3,Amigo3,ENSG00000176020,ENSMUSG00000032593,386724,320844
AMMECR1,Ammecr1,ENSG00000101935,ENSMUSG00000042225,9949,56068
AMMECR1L,Ammecr1l,ENSG00000144233,ENSMUSG00000041915,83607,225339
AMN,Amn,ENSG00000166126,ENSMUSG00000021278,81693,93835
AMN1,Amn1,ENSG00000151743,ENSMUSG00000068250,196394,232566
AMOT,Amot,ENSG00000126016,ENSMUSG00000041688,154796,27494
AMOTL1,Amotl1,ENSG00000166025,ENSMUSG00000013076,154810,75723
AMOTL2,Amotl2,ENSG00000114019,ENSMUSG00000032531,51421,56332
AMPD1,Ampd1,ENSG00000116748,ENSMUSG00000070385,270,229665
AMPD2,Ampd2,ENSG00000116337,ENSMUSG00000027889,271,109674
AMPD3,Ampd3,ENSG00000133805,ENSMUSG00000005686,272,11717
AMPH,Amph,ENSG00000078053,ENSMUSG00000021314,273,218038
AMT,Amt,ENSG00000145020,ENSMUSG00000032607,275,434437
